val,"{'mae': 0.0015918969875201583, 'rmse': 0.00162128871306777}","{'mae': 0.00896524265408516, 'rmse': 0.014966829679906368}"
train,"{'mae': 0.0005089630139991641, 'rmse': 0.0006238550995476544}","{'mae': 0.008288459852337837, 'rmse': 0.013498077169060707}"
val,"{'mae': 0.00018394592916592956, 'rmse': 0.00022430183889809996}","{'mae': 0.00868078600615263, 'rmse': 0.015235261991620064}"
train,"{'mae': 0.0009056743001565337, 'rmse': 0.0011195824481546879}","{'mae': 0.009441778995096684, 'rmse': 0.015595339238643646}"
val,"{'mae': 0.00019968424749094993, 'rmse': 0.00024924756144173443}","{'mae': 0.008830070495605469, 'rmse': 0.014548273757100105}"
train,"{'mae': 0.00045216435682959855, 'rmse': 0.0005483789718709886}","{'mae': 0.007703994866460562, 'rmse': 0.012741823680698872}"
val,"{'mae': 0.0014832675224170089, 'rmse': 0.001500164857134223}","{'mae': 0.007643472403287888, 'rmse': 0.013343586586415768}"
train,"{'mae': 0.000715637463144958, 'rmse': 0.0008650613599456847}","{'mae': 0.007296286057680845, 'rmse': 0.01214284636080265}"
val,"{'mae': 0.00022775284014642239, 'rmse': 0.00027895605308003724}","{'mae': 0.007678195368498564, 'rmse': 0.013397067785263062}"
train,"{'mae': 0.0006871935329400003, 'rmse': 0.0008393506286665797}","{'mae': 0.007547653280198574, 'rmse': 0.012379823252558708}"
val,"{'mae': 0.00021473944070748985, 'rmse': 0.00026633572997525334}","{'mae': 0.007743382826447487, 'rmse': 0.013035126030445099}"
train,"{'mae': 0.0008535357774235308, 'rmse': 0.0009971237741410732}","{'mae': 0.007636570371687412, 'rmse': 0.012545454315841198}"
val,"{'mae': 0.000868040369823575, 'rmse': 0.000900859129615128}","{'mae': 0.008868636563420296, 'rmse': 0.0146471643820405}"
train,"{'mae': 0.0008792417356744409, 'rmse': 0.0011213282123208046}","{'mae': 0.0076339589431881905, 'rmse': 0.01261101569980383}"
val,"{'mae': 0.00017671972454991192, 'rmse': 0.0002179405273636803}","{'mae': 0.008455219678580761, 'rmse': 0.013536931946873665}"
train,"{'mae': 0.0005160882719792426, 'rmse': 0.0006464752368628979}","{'mae': 0.0077151148580014706, 'rmse': 0.012566637247800827}"
val,"{'mae': 0.0005795020260848105, 'rmse': 0.0006452146335504949}","{'mae': 0.007548395544290543, 'rmse': 0.012676343321800232}"
train,"{'mae': 0.0004610382893588394, 'rmse': 0.000568116083741188}","{'mae': 0.007756343111395836, 'rmse': 0.01264326274394989}"
val,"{'mae': 0.0005954275839030743, 'rmse': 0.0006360209081321955}","{'mae': 0.00858308095484972, 'rmse': 0.013782734051346779}"
train,"{'mae': 0.0003787162131629884, 'rmse': 0.0004713595553766936}","{'mae': 0.007410348858684301, 'rmse': 0.012107668444514275}"
val,"{'mae': 0.0006101795006543398, 'rmse': 0.0006260140798985958}","{'mae': 0.007161503657698631, 'rmse': 0.012434604577720165}"
train,"{'mae': 0.0005773109733127058, 'rmse': 0.0007064391393214464}","{'mae': 0.006875951308757067, 'rmse': 0.011395170353353024}"
val,"{'mae': 0.0001843992795329541, 'rmse': 0.0002275636506965384}","{'mae': 0.007040426600724459, 'rmse': 0.012018670327961445}"
train,"{'mae': 0.0005630805972032249, 'rmse': 0.0006781244883313775}","{'mae': 0.007076956797391176, 'rmse': 0.01174241304397583}"
val,"{'mae': 0.000777894863858819, 'rmse': 0.0008088578470051289}","{'mae': 0.0074067856185138226, 'rmse': 0.012578842230141163}"
train,"{'mae': 0.0003778823302127421, 'rmse': 0.0004898940678685904}","{'mae': 0.007157900836318731, 'rmse': 0.011887483298778534}"
val,"{'mae': 0.00024286475672852248, 'rmse': 0.00029547500889748335}","{'mae': 0.0070633902214467525, 'rmse': 0.012412993237376213}"
train,"{'mae': 0.000771201855968684, 'rmse': 0.0009574305731803179}","{'mae': 0.006942620035260916, 'rmse': 0.011436278000473976}"
val,"{'mae': 0.0007938119815662503, 'rmse': 0.0008214658591896296}","{'mae': 0.007689520251005888, 'rmse': 0.013609075918793678}"
train,"{'mae': 0.0005329760606400669, 'rmse': 0.0006576141458936036}","{'mae': 0.006760641001164913, 'rmse': 0.011158322915434837}"
val,"{'mae': 0.00027866693562828004, 'rmse': 0.0003301287943031639}","{'mae': 0.007432087324559689, 'rmse': 0.012418938800692558}"
train,"{'mae': 0.0005502811982296407, 'rmse': 0.0006887893541716039}","{'mae': 0.00766574963927269, 'rmse': 0.01260825153440237}"
val,"{'mae': 0.00014438875950872898, 'rmse': 0.00017377470794599503}","{'mae': 0.007067409344017506, 'rmse': 0.012287766672670841}"
train,"{'mae': 0.0003781056439038366, 'rmse': 0.0004681771679315716}","{'mae': 0.006956114433705807, 'rmse': 0.011614443734288216}"
val,"{'mae': 0.0003382883151061833, 'rmse': 0.0003946773649659008}","{'mae': 0.007258519530296326, 'rmse': 0.012837395071983337}"
train,"{'mae': 0.000809748366009444, 'rmse': 0.0010008544195443392}","{'mae': 0.00687233405187726, 'rmse': 0.011410006321966648}"
val,"{'mae': 0.00035067065618932247, 'rmse': 0.00041439675260335207}","{'mae': 0.006717334035784006, 'rmse': 0.011429054662585258}"
train,"{'mae': 0.000843204150442034, 'rmse': 0.0009869515197351575}","{'mae': 0.006247923709452152, 'rmse': 0.010501026175916195}"
val,"{'mae': 0.0007621888653375208, 'rmse': 0.0007897387258708477}","{'mae': 0.007360793184489012, 'rmse': 0.012580430135130882}"
train,"{'mae': 0.0004790675884578377, 'rmse': 0.0005908455932512879}","{'mae': 0.006533331703394651, 'rmse': 0.010967697948217392}"
val,"{'mae': 0.0004167726438026875, 'rmse': 0.0004485697136260569}","{'mae': 0.0063043744303286076, 'rmse': 0.011471269652247429}"
train,"{'mae': 0.0005119259585626423, 'rmse': 0.0006194192101247609}","{'mae': 0.006245449185371399, 'rmse': 0.010381173342466354}"
val,"{'mae': 0.00014298129826784134, 'rmse': 0.0001701622677501291}","{'mae': 0.006852568592876196, 'rmse': 0.011778794229030609}"
train,"{'mae': 0.0010766324121505022, 'rmse': 0.0013241851702332497}","{'mae': 0.006929866969585419, 'rmse': 0.011362203396856785}"
val,"{'mae': 0.001013919711112976, 'rmse': 0.0010424857027828693}","{'mae': 0.006353737320750952, 'rmse': 0.011197221465408802}"
train,"{'mae': 0.0004456188471522182, 'rmse': 0.0005350635037757456}","{'mae': 0.006158213131129742, 'rmse': 0.010325889103114605}"
val,"{'mae': 0.00028160616056993604, 'rmse': 0.0003297527728136629}","{'mae': 0.00644694734364748, 'rmse': 0.010997634381055832}"
train,"{'mae': 0.0007146628922782838, 'rmse': 0.0008465048158541322}","{'mae': 0.006566481664776802, 'rmse': 0.01103965099900961}"
val,"{'mae': 0.0007786644855514169, 'rmse': 0.0008383404929190874}","{'mae': 0.006717890966683626, 'rmse': 0.012072581797838211}"
train,"{'mae': 0.0003318613744340837, 'rmse': 0.0004154187918175012}","{'mae': 0.006047240924090147, 'rmse': 0.010219233110547066}"
val,"{'mae': 0.00022962651564739645, 'rmse': 0.00027421946288086474}","{'mae': 0.005900368094444275, 'rmse': 0.010447054170072079}"
train,"{'mae': 0.00047330776578746736, 'rmse': 0.0005805433029308915}","{'mae': 0.006197474896907806, 'rmse': 0.010411173105239868}"
val,"{'mae': 0.00018188267131336033, 'rmse': 0.0002244555507786572}","{'mae': 0.006713779177516699, 'rmse': 0.011381309479475021}"
train,"{'mae': 0.0002967152395285666, 'rmse': 0.0003723551635630429}","{'mae': 0.006196658127009869, 'rmse': 0.010366997681558132}"
val,"{'mae': 0.00016711236094124615, 'rmse': 0.00020057764777448028}","{'mae': 0.006231527775526047, 'rmse': 0.010824566707015038}"
train,"{'mae': 0.00041335131390951574, 'rmse': 0.0005635314737446606}","{'mae': 0.006058954168111086, 'rmse': 0.010161143727600574}"
val,"{'mae': 0.0006098995800130069, 'rmse': 0.0006747985607944429}","{'mae': 0.0063727013766765594, 'rmse': 0.011019839905202389}"
train,"{'mae': 0.0005951308412477374, 'rmse': 0.0007466122624464333}","{'mae': 0.006085673347115517, 'rmse': 0.010259278118610382}"
val,"{'mae': 0.00035134993959218264, 'rmse': 0.0003967565717175603}","{'mae': 0.0058895437978208065, 'rmse': 0.010509375482797623}"
train,"{'mae': 0.00050761504098773, 'rmse': 0.0005967721808701754}","{'mae': 0.00573732191696763, 'rmse': 0.009652843698859215}"
val,"{'mae': 0.0005692023551091552, 'rmse': 0.0005957415560260415}","{'mae': 0.006089979782700539, 'rmse': 0.010905861854553223}"
train,"{'mae': 0.000480695249279961, 'rmse': 0.0006045038462616503}","{'mae': 0.0058210985735058784, 'rmse': 0.009840994141995907}"
val,"{'mae': 0.00011546017049113289, 'rmse': 0.00015000767598394305}","{'mae': 0.006863541901111603, 'rmse': 0.01189189963042736}"
train,"{'mae': 0.0005113741499371827, 'rmse': 0.0006061897147446871}","{'mae': 0.0059456839226186275, 'rmse': 0.00994203146547079}"
val,"{'mae': 0.0010244724107906222, 'rmse': 0.0010473300935700536}","{'mae': 0.005629326216876507, 'rmse': 0.010051660239696503}"
train,"{'mae': 0.0006233614403754473, 'rmse': 0.000727672828361392}","{'mae': 0.006300824228674173, 'rmse': 0.01054250169545412}"
val,"{'mae': 0.0004417502786964178, 'rmse': 0.0004701228754129261}","{'mae': 0.007179502863436937, 'rmse': 0.012440827675163746}"
train,"{'mae': 0.0004853594000451267, 'rmse': 0.0005843669059686363}","{'mae': 0.00599305983632803, 'rmse': 0.0100407050922513}"
val,"{'mae': 0.00036246515810489655, 'rmse': 0.00040866786730475724}","{'mae': 0.006018824875354767, 'rmse': 0.010637281462550163}"
train,"{'mae': 0.0003985095245297998, 'rmse': 0.0004826695076189935}","{'mae': 0.005608041305094957, 'rmse': 0.009519216604530811}"
val,"{'mae': 0.0006584839429706335, 'rmse': 0.0006835649837739766}","{'mae': 0.005740063730627298, 'rmse': 0.010492137633264065}"
train,"{'mae': 0.000556045793928206, 'rmse': 0.0006522831972688437}","{'mae': 0.005841017700731754, 'rmse': 0.009893294423818588}"
val,"{'mae': 0.00019871133554261178, 'rmse': 0.00023680290905758739}","{'mae': 0.006924445275217295, 'rmse': 0.012820664793252945}"
train,"{'mae': 0.0005615306436084211, 'rmse': 0.0006921922322362661}","{'mae': 0.006520061753690243, 'rmse': 0.01091796811670065}"
val,"{'mae': 0.0008191839442588389, 'rmse': 0.0008308262913487852}","{'mae': 0.006002980750054121, 'rmse': 0.01056017354130745}"
train,"{'mae': 0.0003434937971178442, 'rmse': 0.0004308558418415487}","{'mae': 0.005816238932311535, 'rmse': 0.00984503235667944}"
val,"{'mae': 0.00021009694319218397, 'rmse': 0.0002516469394322485}","{'mae': 0.0066316560842096806, 'rmse': 0.011282110586762428}"
train,"{'mae': 0.0003882638120558113, 'rmse': 0.0004740985168609768}","{'mae': 0.005756123922765255, 'rmse': 0.009671573527157307}"
val,"{'mae': 0.0008211731910705566, 'rmse': 0.0008348270785063505}","{'mae': 0.00590600585564971, 'rmse': 0.010223884135484695}"
train,"{'mae': 0.00025215925415977836, 'rmse': 0.00033204417559318244}","{'mae': 0.0050741275772452354, 'rmse': 0.008713373914361}"
